value,length,kind
0.034093857,7,Symmetric encryption by Raspberry Pi
0.03528595,7,Symmetric encryption by Raspberry Pi
0.034570694,7,Symmetric encryption by Raspberry Pi
0.039339066,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.033378601,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034570694,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034332275,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.033378601,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.034809113,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.03528595,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.033378601,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.034332275,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.034809113,7,Symmetric encryption by Raspberry Pi
0.034093857,7,Symmetric encryption by Raspberry Pi
0.03361702,7,Symmetric encryption by Raspberry Pi
0.033855438,7,Symmetric encryption by Raspberry Pi
0.033378601,7,Symmetric encryption by Raspberry Pi
0.070333481,8,Symmetric encryption by Raspberry Pi
0.042676926,8,Symmetric encryption by Raspberry Pi
0.041246414,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.041246414,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.041723251,8,Symmetric encryption by Raspberry Pi
0.041007996,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.04529953,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.041246414,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.046253204,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.039815903,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040054321,8,Symmetric encryption by Raspberry Pi
0.041007996,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.041723251,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040054321,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.04196167,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.041246414,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.041246414,8,Symmetric encryption by Raspberry Pi
0.040054321,8,Symmetric encryption by Raspberry Pi
0.059127808,8,Symmetric encryption by Raspberry Pi
0.045537949,8,Symmetric encryption by Raspberry Pi
0.044107437,8,Symmetric encryption by Raspberry Pi
0.042676926,8,Symmetric encryption by Raspberry Pi
0.042915344,8,Symmetric encryption by Raspberry Pi
0.04696846,8,Symmetric encryption by Raspberry Pi
0.055551529,8,Symmetric encryption by Raspberry Pi
0.04196167,8,Symmetric encryption by Raspberry Pi
0.041484833,8,Symmetric encryption by Raspberry Pi
0.079870224,8,Symmetric encryption by Raspberry Pi
0.043869019,8,Symmetric encryption by Raspberry Pi
0.042200089,8,Symmetric encryption by Raspberry Pi
0.04196167,8,Symmetric encryption by Raspberry Pi
0.041484833,8,Symmetric encryption by Raspberry Pi
0.041484833,8,Symmetric encryption by Raspberry Pi
0.043392181,8,Symmetric encryption by Raspberry Pi
0.04196167,8,Symmetric encryption by Raspberry Pi
0.043869019,8,Symmetric encryption by Raspberry Pi
0.041484833,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.041723251,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.041007996,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.044345856,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.040054321,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.042200089,8,Symmetric encryption by Raspberry Pi
0.041484833,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.041007996,8,Symmetric encryption by Raspberry Pi
0.042200089,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.04029274,8,Symmetric encryption by Raspberry Pi
0.040769577,8,Symmetric encryption by Raspberry Pi
0.041723251,8,Symmetric encryption by Raspberry Pi
0.040531158,8,Symmetric encryption by Raspberry Pi
0.066518784,9,Symmetric encryption by Raspberry Pi
0.055074692,9,Symmetric encryption by Raspberry Pi
0.05364418,9,Symmetric encryption by Raspberry Pi
0.055551529,9,Symmetric encryption by Raspberry Pi
0.09393692,9,Symmetric encryption by Raspberry Pi
0.071763992,9,Symmetric encryption by Raspberry Pi
0.07390976,9,Symmetric encryption by Raspberry Pi
0.08559227,9,Symmetric encryption by Raspberry Pi
0.09059906,9,Symmetric encryption by Raspberry Pi
0.068426132,9,Symmetric encryption by Raspberry Pi
0.05698204,9,Symmetric encryption by Raspberry Pi
0.057697296,9,Symmetric encryption by Raspberry Pi
0.05364418,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.05364418,9,Symmetric encryption by Raspberry Pi
0.057220459,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.072956085,9,Symmetric encryption by Raspberry Pi
0.054836273,9,Symmetric encryption by Raspberry Pi
0.054359436,9,Symmetric encryption by Raspberry Pi
0.055789948,9,Symmetric encryption by Raspberry Pi
0.087499619,9,Symmetric encryption by Raspberry Pi
0.054836273,9,Symmetric encryption by Raspberry Pi
0.054121017,9,Symmetric encryption by Raspberry Pi
0.068664551,9,Symmetric encryption by Raspberry Pi
0.05364418,9,Symmetric encryption by Raspberry Pi
0.063657761,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.055789948,9,Symmetric encryption by Raspberry Pi
0.052690506,9,Symmetric encryption by Raspberry Pi
0.052213669,9,Symmetric encryption by Raspberry Pi
0.072240829,9,Symmetric encryption by Raspberry Pi
0.054359436,9,Symmetric encryption by Raspberry Pi
0.055551529,9,Symmetric encryption by Raspberry Pi
0.053167343,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.054597855,9,Symmetric encryption by Raspberry Pi
0.052690506,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.052213669,9,Symmetric encryption by Raspberry Pi
0.052213669,9,Symmetric encryption by Raspberry Pi
0.053167343,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.052213669,9,Symmetric encryption by Raspberry Pi
0.05197525,9,Symmetric encryption by Raspberry Pi
0.05364418,9,Symmetric encryption by Raspberry Pi
0.05197525,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.069379807,9,Symmetric encryption by Raspberry Pi
0.056028366,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.053167343,9,Symmetric encryption by Raspberry Pi
0.052690506,9,Symmetric encryption by Raspberry Pi
0.053167343,9,Symmetric encryption by Raspberry Pi
0.054359436,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.052213669,9,Symmetric encryption by Raspberry Pi
0.05865097,9,Symmetric encryption by Raspberry Pi
0.05364418,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.052690506,9,Symmetric encryption by Raspberry Pi
0.052690506,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.052452087,9,Symmetric encryption by Raspberry Pi
0.052213669,9,Symmetric encryption by Raspberry Pi
0.072956085,9,Symmetric encryption by Raspberry Pi
0.054359436,9,Symmetric encryption by Raspberry Pi
0.054597855,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.08058548,9,Symmetric encryption by Raspberry Pi
0.068902969,9,Symmetric encryption by Raspberry Pi
0.056505203,9,Symmetric encryption by Raspberry Pi
0.084877014,9,Symmetric encryption by Raspberry Pi
0.071525574,9,Symmetric encryption by Raspberry Pi
0.069856644,9,Symmetric encryption by Raspberry Pi
0.073671341,9,Symmetric encryption by Raspberry Pi
0.054836273,9,Symmetric encryption by Raspberry Pi
0.054836273,9,Symmetric encryption by Raspberry Pi
0.055551529,9,Symmetric encryption by Raspberry Pi
0.056266785,9,Symmetric encryption by Raspberry Pi
0.05364418,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.052690506,9,Symmetric encryption by Raspberry Pi
0.071048737,9,Symmetric encryption by Raspberry Pi
0.054597855,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.052928925,9,Symmetric encryption by Raspberry Pi
0.054359436,9,Symmetric encryption by Raspberry Pi
0.053882599,9,Symmetric encryption by Raspberry Pi
0.081539154,9,Symmetric encryption by Raspberry Pi
0.054121017,9,Symmetric encryption by Raspberry Pi
0.057697296,9,Symmetric encryption by Raspberry Pi
0.053405762,9,Symmetric encryption by Raspberry Pi
0.102758408,10,Symmetric encryption by Raspberry Pi
0.097990036,10,Symmetric encryption by Raspberry Pi
0.077962875,10,Symmetric encryption by Raspberry Pi
0.077962875,10,Symmetric encryption by Raspberry Pi
0.073432922,10,Symmetric encryption by Raspberry Pi
0.076770782,10,Symmetric encryption by Raspberry Pi
0.073671341,10,Symmetric encryption by Raspberry Pi
0.073671341,10,Symmetric encryption by Raspberry Pi
0.078439713,10,Symmetric encryption by Raspberry Pi
0.648498535,10,Symmetric encryption by Raspberry Pi
0.117301941,10,Symmetric encryption by Raspberry Pi
0.102043152,10,Symmetric encryption by Raspberry Pi
0.113964081,10,Symmetric encryption by Raspberry Pi
0.077486038,10,Symmetric encryption by Raspberry Pi
0.09393692,10,Symmetric encryption by Raspberry Pi
0.075340271,10,Symmetric encryption by Raspberry Pi
0.076532364,10,Symmetric encryption by Raspberry Pi
0.074148178,10,Symmetric encryption by Raspberry Pi
0.07724762,10,Symmetric encryption by Raspberry Pi
0.078201294,10,Symmetric encryption by Raspberry Pi
0.090837479,10,Symmetric encryption by Raspberry Pi
0.105381012,10,Symmetric encryption by Raspberry Pi
0.079154968,10,Symmetric encryption by Raspberry Pi
0.111341476,10,Symmetric encryption by Raspberry Pi
0.076055527,10,Symmetric encryption by Raspberry Pi
0.08058548,10,Symmetric encryption by Raspberry Pi
0.07390976,10,Symmetric encryption by Raspberry Pi
0.075817108,10,Symmetric encryption by Raspberry Pi
0.073671341,10,Symmetric encryption by Raspberry Pi
0.077962875,10,Symmetric encryption by Raspberry Pi
0.074386597,10,Symmetric encryption by Raspberry Pi
0.080108643,10,Symmetric encryption by Raspberry Pi
0.113725662,10,Symmetric encryption by Raspberry Pi
0.146865845,10,Symmetric encryption by Raspberry Pi
0.116825104,10,Symmetric encryption by Raspberry Pi
0.117540359,10,Symmetric encryption by Raspberry Pi
0.115156174,10,Symmetric encryption by Raspberry Pi
0.114440918,10,Symmetric encryption by Raspberry Pi
0.111818314,10,Symmetric encryption by Raspberry Pi
0.112295151,10,Symmetric encryption by Raspberry Pi
0.111341476,10,Symmetric encryption by Raspberry Pi
0.130653381,10,Symmetric encryption by Raspberry Pi
0.131130219,10,Symmetric encryption by Raspberry Pi
0.116586685,10,Symmetric encryption by Raspberry Pi
0.076770782,10,Symmetric encryption by Raspberry Pi
0.079870224,10,Symmetric encryption by Raspberry Pi
0.075101852,10,Symmetric encryption by Raspberry Pi
0.076055527,10,Symmetric encryption by Raspberry Pi
0.07557869,10,Symmetric encryption by Raspberry Pi
0.086307526,10,Symmetric encryption by Raspberry Pi
0.107526779,10,Symmetric encryption by Raspberry Pi
0.079870224,10,Symmetric encryption by Raspberry Pi
0.082492828,10,Symmetric encryption by Raspberry Pi
0.100374222,10,Symmetric encryption by Raspberry Pi
0.102519989,10,Symmetric encryption by Raspberry Pi
0.07557869,10,Symmetric encryption by Raspberry Pi
0.07724762,10,Symmetric encryption by Raspberry Pi
0.128984451,10,Symmetric encryption by Raspberry Pi
0.116586685,10,Symmetric encryption by Raspberry Pi
0.128030777,10,Symmetric encryption by Raspberry Pi
0.10228157,10,Symmetric encryption by Raspberry Pi
0.076770782,10,Symmetric encryption by Raspberry Pi
0.077486038,10,Symmetric encryption by Raspberry Pi
0.074863434,10,Symmetric encryption by Raspberry Pi
0.097751617,10,Symmetric encryption by Raspberry Pi
0.074863434,10,Symmetric encryption by Raspberry Pi
0.073671341,10,Symmetric encryption by Raspberry Pi
0.07557869,10,Symmetric encryption by Raspberry Pi
0.073671341,10,Symmetric encryption by Raspberry Pi
0.075101852,10,Symmetric encryption by Raspberry Pi
0.07390976,10,Symmetric encryption by Raspberry Pi
0.076770782,10,Symmetric encryption by Raspberry Pi
0.074386597,10,Symmetric encryption by Raspberry Pi
0.110149384,10,Symmetric encryption by Raspberry Pi
0.076770782,10,Symmetric encryption by Raspberry Pi
0.086784363,10,Symmetric encryption by Raspberry Pi
0.075101852,10,Symmetric encryption by Raspberry Pi
0.131607056,10,Symmetric encryption by Raspberry Pi
0.096321106,10,Symmetric encryption by Raspberry Pi
0.082015991,10,Symmetric encryption by Raspberry Pi
0.076532364,10,Symmetric encryption by Raspberry Pi
0.07724762,10,Symmetric encryption by Raspberry Pi
0.076770782,10,Symmetric encryption by Raspberry Pi
0.080823898,10,Symmetric encryption by Raspberry Pi
0.076055527,10,Symmetric encryption by Raspberry Pi
0.074863434,10,Symmetric encryption by Raspberry Pi
0.077009201,10,Symmetric encryption by Raspberry Pi
0.074386597,10,Symmetric encryption by Raspberry Pi
0.075101852,10,Symmetric encryption by Raspberry Pi
0.106334686,10,Symmetric encryption by Raspberry Pi
0.090122223,10,Symmetric encryption by Raspberry Pi
0.078201294,10,Symmetric encryption by Raspberry Pi
0.08392334,10,Symmetric encryption by Raspberry Pi
0.077486038,10,Symmetric encryption by Raspberry Pi
0.089883804,10,Symmetric encryption by Raspberry Pi
0.077962875,10,Symmetric encryption by Raspberry Pi
0.077724457,10,Symmetric encryption by Raspberry Pi
0.07557869,10,Symmetric encryption by Raspberry Pi
0.076532364,10,Symmetric encryption by Raspberry Pi
0.074863434,10,Symmetric encryption by Raspberry Pi
0.12922287,11,Symmetric encryption by Raspberry Pi
0.17285347,11,Symmetric encryption by Raspberry Pi
0.131130219,11,Symmetric encryption by Raspberry Pi
0.117540359,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.127077103,11,Symmetric encryption by Raspberry Pi
0.117063522,11,Symmetric encryption by Raspberry Pi
0.151157379,11,Symmetric encryption by Raspberry Pi
0.140666962,11,Symmetric encryption by Raspberry Pi
0.116586685,11,Symmetric encryption by Raspberry Pi
0.116348267,11,Symmetric encryption by Raspberry Pi
0.115633011,11,Symmetric encryption by Raspberry Pi
0.116825104,11,Symmetric encryption by Raspberry Pi
0.117540359,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.130653381,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.115871429,11,Symmetric encryption by Raspberry Pi
0.119686127,11,Symmetric encryption by Raspberry Pi
0.117778778,11,Symmetric encryption by Raspberry Pi
0.116348267,11,Symmetric encryption by Raspberry Pi
0.115633011,11,Symmetric encryption by Raspberry Pi
0.117301941,11,Symmetric encryption by Raspberry Pi
0.114440918,11,Symmetric encryption by Raspberry Pi
0.115156174,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.165462494,11,Symmetric encryption by Raspberry Pi
0.14591217,11,Symmetric encryption by Raspberry Pi
0.122070313,11,Symmetric encryption by Raspberry Pi
0.117540359,11,Symmetric encryption by Raspberry Pi
0.115633011,11,Symmetric encryption by Raspberry Pi
0.115394592,11,Symmetric encryption by Raspberry Pi
0.115871429,11,Symmetric encryption by Raspberry Pi
0.118017197,11,Symmetric encryption by Raspberry Pi
0.115394592,11,Symmetric encryption by Raspberry Pi
0.115871429,11,Symmetric encryption by Raspberry Pi
